#;NUMERO;STATUS;ED;DESCRICAO;R”TULOS;CARGA ATUAL;SETOR DO RESPONS¡VEL;CAMPUS DO RESPONS¡VEL;CAMPUS DA CARGA;VALOR;NUMERO NOTA FISCAL;DATA DA ENTRADA;DATA DA CARGA;FORNECEDOR;SALA;ESTADO DE CONSERVA«√O;NUMERO DE SERIE
11444;456690;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11445;456691;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11446;456692;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11447;456693;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11448;456694;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11449;456695;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11450;456696;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11451;456697;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11452;456698;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11453;456699;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11454;456700;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11455;456701;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11456;456702;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11457;456703;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11458;456704;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11459;456705;ativo;123110402;"HOLANDA, S. B. D. RaÌzes do Brasil. 26.ed. S„o Paulo : Companhia das Letras, 2009. 219 p. ISBN
9788571644489";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;24.30;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11460;456706;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11461;456707;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11462;456708;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11463;456709;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11464;456710;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11465;456711;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11466;456712;ativo;123110402;"JOZEF, B. HistÛria da literatura hispano-americana. 4.ed. Rio de Janeiro: UFRJ, 2005. 420 p. ISBN
9788589365093.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;42.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11467;456713;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11468;456714;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11469;456715;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11470;456716;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11471;456717;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11472;456718;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11473;456719;ativo;123110402;"""MINAYO, M. C. de S. (Org.). Pesquisa social: teoria, mÈtodo e criatividade. 28. ed. PetrÛpolis: Vozes, 2009 (ColeÁ„o Temas Sociais).";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;31.80;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11474;456720;ativo;123110402;"TURBAN, E; RAINER JUNIOR, R. K.; POTTER, R. E. AdministraÁ„o de tecnologia da informaÁ„o: teoria e pr·tica. [Introduction to information tecnology]. TraduÁ„o: Daniel Vieira. Rio de Janeiro: Elsevier, 2005. 618 p. TraduÁ„o da 3.ed. ISBN 9788535215717.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;179.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11475;456823;ativo;123110303;Lousa de vidro temperado 6mm - 2000 x 1200mm.;-;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;754.58;1372;30/10/2019 00:00:00;30/10/2019;F. F. N. FORNAZARI - ME;A210 Hidr·ulica e pneum·tica / LaboratÛrio;Bom;
11476;456824;ativo;123110303;Lousa de vidro temperado 6mm - 2000 x 1200mm.;-;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;754.58;1372;30/10/2019 00:00:00;30/10/2019;F. F. N. FORNAZARI - ME;A202 AviÙnicos / LaboratÛrio;Bom;
11477;456825;ativo;123110303;Lousa de vidro temperado 6mm - 2000 x 1200mm.;-;Mateus Moreira de Souza;CBEAR-SCL;SCL;SCL;754.58;1372;30/10/2019 00:00:00;30/10/2019;F. F. N. FORNAZARI - ME;A203 - Pneum·tica/laboratÛrio;Bom;
11478;462689;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11479;462690;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11480;462691;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11481;462692;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11482;462693;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11483;462694;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11484;462695;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11485;462696;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11486;462697;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11487;462698;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11488;462699;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11489;462700;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11490;462701;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11491;462702;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11492;462703;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11493;462704;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11494;462705;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11495;462706;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11496;462707;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11497;462708;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11498;462709;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11499;462710;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11500;462711;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11501;462712;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11502;462713;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11503;462714;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11504;462715;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11505;462716;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11506;462717;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11507;462718;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11508;462719;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11509;462720;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11510;462721;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11511;462722;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11512;462723;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11513;462724;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11514;462725;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11515;462726;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11516;462727;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11517;462728;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
11518;462729;ativo;123110303;CADEIRA, MATERIAL PL¡STICO, COR BRANCA, TIPO SEM BRA«O;-;Luiz Alfredo de Souza Verniz;CAP-SCL;SCL;SCL;19.87;551;06/01/2020 00:00:00;06/01/2020;SUPREME ARTIGOS DE PLASTICO LTDA;B103 - CAP;Bom;
