#;NUMERO;STATUS;ED;DESCRICAO;R”TULOS;CARGA ATUAL;SETOR DO RESPONS¡VEL;CAMPUS DO RESPONS¡VEL;CAMPUS DA CARGA;VALOR;NUMERO NOTA FISCAL;DATA DA ENTRADA;DATA DA CARGA;FORNECEDOR;SALA;ESTADO DE CONSERVA«√O;NUMERO DE SERIE
11382;456336;ativo;123110402;"RODRIGUES, J. A. (Org).; FERNANDES, F. (Coord.). …mile Durkheim: sociologia. 9.ed. S„o Paulo: ¡tica, 2008. V.1. (ColeÁ„o Grandes cientistas sociais). ISBN 9788508027675.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11383;456337;ativo;123110402;"RODRIGUES, J. A. (Org).; FERNANDES, F. (Coord.). …mile Durkheim: sociologia. 9.ed. S„o Paulo: ¡tica, 2008. V.1. (ColeÁ„o Grandes cientistas sociais). ISBN 9788508027675.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11384;456338;ativo;123110402;"RODRIGUES, J. A. (Org).; FERNANDES, F. (Coord.). …mile Durkheim: sociologia. 9.ed. S„o Paulo: ¡tica, 2008. V.1. (ColeÁ„o Grandes cientistas sociais). ISBN 9788508027675.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11385;456339;ativo;123110402;"RODRIGUES, J. A. (Org).; FERNANDES, F. (Coord.). …mile Durkheim: sociologia. 9.ed. S„o Paulo: ¡tica, 2008. V.1. (ColeÁ„o Grandes cientistas sociais). ISBN 9788508027675.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11386;456340;ativo;123110402;"RODRIGUES, J. A. (Org).; FERNANDES, F. (Coord.). …mile Durkheim: sociologia. 9.ed. S„o Paulo: ¡tica, 2008. V.1. (ColeÁ„o Grandes cientistas sociais). ISBN 9788508027675.";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11387;456341;ativo;123110402;AMARO, L. Direito tribut·rio brasileiro. 15.ed. S„o Paulo: Saraiva, 2009. 512 p. ISBN 9788502077485.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;158.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11388;456342;ativo;123110402;AMARO, L. Direito tribut·rio brasileiro. 15.ed. S„o Paulo: Saraiva, 2009. 512 p. ISBN 9788502077485.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;158.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11389;456343;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11390;456344;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11391;456345;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11392;456346;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11393;456347;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11394;456348;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11395;456349;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11396;456350;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11397;456351;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11398;456352;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11399;456353;ativo;123110402;COHN, G. (Org.). Sociologia: para ler os cl·ssicos. 2.ed. Rio de Janeiro: Azougue Editorial, 2007. 221 p. ISBN 9788588338524.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;34.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11400;456354;ativo;123110402;"FREIRE, L.M.B.; FREIRE, S.M.; CASTRO, A.T.B.(Org.). ServiÁo social, polÌtica social e trabalho: desafios e perspectivas para o sÈculo XXI. 3.ed. Rio de Janeiro: UERJ, 2010. 302 p. ISBN 9788524912603";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11401;456355;ativo;123110402;"FREIRE, L.M.B.; FREIRE, S.M.; CASTRO, A.T.B.(Org.). ServiÁo social, polÌtica social e trabalho: desafios e perspectivas para o sÈculo XXI. 3.ed. Rio de Janeiro: UERJ, 2010. 302 p. ISBN 9788524912603";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11402;456356;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11403;456357;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11404;456358;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11405;456359;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11406;456360;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11407;456361;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11408;456362;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11409;456363;ativo;123110402;LAPLANTINE, F. Aprender antropologia. [Clefs pour L'anthropologie]. Marie-Agnes Chauvel (Trad.). S„o Paulo: Brasiliense, 2007. 205 p. ISBN 9788511070303;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;74.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11410;456364;ativo;123110402;NETTO, J. P. Capitalismo monopolista e serviÁo social. 7. ed. S„o Paulo: Cortez, 2009;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;54.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11411;456365;ativo;123110402;NETTO, J. P. Capitalismo monopolista e serviÁo social. 7. ed. S„o Paulo: Cortez, 2009;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;54.00;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11412;456366;ativo;123110402;SMOLKA, A. L. B. A crianÁa na fase inicial da escrita: a alfabetizaÁ„o como processo discursivo. 12.ed. Campinas, SP: Editora da Universidade Estadual de Campinas, 2008. 135 p. (ColeÁ„o Passando a limpo). ISBN 9788524903465;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;33.08;23315.000552.2019-98;17/10/2019 00:00:00;17/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11413;456659;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11414;456660;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11415;456661;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11416;456662;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11417;456663;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11418;456664;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11419;456665;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11420;456666;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11421;456667;ativo;123110402;CALVINO, I. Por que ler os cl·ssicos. [PerchÈ leggere i classici]. traduÁ„o: Nilson Moulin. 2.ed. S„o Paulo: Companhia das letras, 2007. 279 p. ISBN 9788571643390;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;29.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11422;456668;ativo;123110402;CHANGEUX, J. P. Uma Ètica para quantos?. [Une mÍme Ètique pour tous?]. TraduÁ„o: Maria Dolores Prades Vianna. Bauru, SP: EDUSC, 1999. 159 p. ISBN 9788586259772;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;23.10;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11423;456669;ativo;123110402;CHANGEUX, J. P. Uma Ètica para quantos?. [Une mÍme Ètique pour tous?]. TraduÁ„o: Maria Dolores Prades Vianna. Bauru, SP: EDUSC, 1999. 159 p. ISBN 9788586259772;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;23.10;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11424;456670;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11425;456671;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11426;456672;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11427;456673;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11428;456674;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11429;456675;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11430;456676;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11431;456677;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11432;456678;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11433;456679;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11434;456680;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11435;456681;ativo;123110402;DIAS, M. A. P. AdministraÁ„o de materiais: uma abordagem logÌstica. 4.ed. S„o Paulo: Atlas, 2009. 399 p. ISBN+A712:A724 9788522409952.;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;126.90;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11436;456682;ativo;123110402;DIAZ y GARCÕA-TALAVERA, M. Dicion·rio Santillana para estudantes: dicion·rio completo e atividades interativas. S„o Paulo: Moderna, 2008. CD-ROM;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;60.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11437;456683;ativo;123110402;DIAZ y GARCÕA-TALAVERA, M. Dicion·rio Santillana para estudantes: dicion·rio completo e atividades interativas. S„o Paulo: Moderna, 2008. CD-ROM;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;60.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11438;456684;ativo;123110402;DIAZ y GARCÕA-TALAVERA, M. Dicion·rio Santillana para estudantes: dicion·rio completo e atividades interativas. S„o Paulo: Moderna, 2008. CD-ROM;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;60.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11439;456685;ativo;123110402;DIAZ y GARCÕA-TALAVERA, M. Dicion·rio Santillana para estudantes: dicion·rio completo e atividades interativas. S„o Paulo: Moderna, 2008. CD-ROM;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;60.00;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11440;456686;ativo;123110402;FERNANDES,F.. Dicion·rio de verbos e regimes. 45.ed. S„o Paulo: Globo, 2005. 606 p. ISBN 9788525000989;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;81.20;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11441;456687;ativo;123110402;FERNANDES,F.. Dicion·rio de verbos e regimes. 45.ed. S„o Paulo: Globo, 2005. 606 p. ISBN 9788525000989;-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;81.20;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11442;456688;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
11443;456689;ativo;123110402;"FREUD, S. Obras psicologicas completas de Sigmund Freud: ediÁ„o standard brasileira . [The Standard edition of the complete psychological works of Sigmund Freud]. TraduÁ„o: Jayme Salom„o. Rio de Janeiro: Imago, 1996. V.21. 299 p. (O futuro de uma ilus„o.""";-;Douglas Arcanjo de Lima;CBI-SCL;SCL;SCL;88.43;23315.000552.2019-98;21/10/2019 23:00:00;22/10/2019;Sociedade de Ensino Superior Est·cio de Ribeir„o Preto Ltda.;C108 - Biblioteca;Bom;
